SAP Id|LineId|Certificate Number|Product Sheet number|Issue number|Title|Description|Product Code|Status|Issue Date	
35053|3|91/2630|3|1|External Wall Insulation Render Beads|M122644|BN - Bead (render)|Withdrawn|1991-03-27 00:00:00.0000000	
35054|1|91/2631|1|1|Purmac External Wall Insulation Systems  - Building Regulations|M121322|EW - External Wall Insulation|Withdrawn|1991-03-27 00:00:00.0000000	
35055|1|91/2632|1|1|Deeplas UPVC Window System  - Building Regulations|S222466|WZ - Window Fabricators|Withdrawn|1991-03-27 00:00:00.0000000	
35055|3|91/2632|3|1|Deeplas 1200 Series Outward Opening UPVC Window System|S222466|WZ - Window Fabricators|Withdrawn|1991-03-27 00:00:00.0000000	
35056|1|91/2633|1|1|UPVC Window System  - Building Regulations|S222166|WZ - Window Fabricators|Withdrawn|1991-03-27 00:00:00.0000000	
35057|3|91/2634|3|1|The Regency Balmoral Tilt and Turn PVC-U Window System|S224038|WZ - Window Fabricators|Withdrawn|1992-06-15 00:00:00.0000000	
35067|2|91/2644|2|1|The Thyssen Tilt and Turn Window System|S221666|WZ - Window Fabricators|Withdrawn|1991-09-09 00:00:00.0000000	
35067|3|91/2644|3|1|The Thyssen Outward Opening PVC-U Window System|S221666|WZ - Window Fabricators|Withdrawn|1991-09-09 00:00:00.0000000	
35068|2|91/2645|2|1|Ferroo Fil Unvented Hot Water Storage Systems|S121388|UH - Unvented Hot Water Storage System|Withdrawn|1991-05-30 00:00:00.0000000	
35068|3|91/2645|3|1|Ferro Fil Direct Unvented Hot Water Storage System|S121388|UH - Unvented Hot Water Storage System|Withdrawn|1991-05-30 00:00:00.0000000	
35069|2|91/2646|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S243196.|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35070|2|91/2647|2|1|The Veka Tilt and Turn PVC-U Window System|S222802|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35070|3|91/2647|3|1|The Veka Systen E Outward Opening PVC-U Window System|S222802|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35073|2|91/2650|2|1|The Veka Tilt and Turn PVC-U Window System|S222667|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35073|3|91/2650|3|1|The Veka System E Outward Opening PVC-U Window System|S222667|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35075|2|91/2652|2|1|The Regency Winsor Outward Opening PVC-U Window System|S221104|WZ - Window Fabricators|Withdrawn|1991-06-03 00:00:00.0000000	
35086|2|91/2663|2|1|The Deeplas 800 Series Tilt and Turn PVC-U Window System|S223037|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35086|3|91/2663|3|1|The Deeplas 400 Series Outward Opening PVC-U Window System|S223037|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35092|2|91/2669|2|1|The L.B. Plastics Sheerframe Tilt and Turn PVC-U Window System|S221444|WZ - Window Fabricators|Withdrawn|1991-07-16 00:00:00.0000000	
35092|3|91/2669|3|1|The L.B. Plastics Sheerframe Outward Opening PVC-U Window System|S221444|WZ - Window Fabricators|Withdrawn|1991-07-16 00:00:00.0000000	
35093|2|91/2670|2|1|The Spectus Tilt and Turn PVC-U Window System|S223143|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35093|3|91/2670|3|1|The Spectus Outward Opening PVC-U Window System|S223143|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35100|2|91/2677|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S223046|WZ - Window Fabricators|Withdrawn|1991-08-13 00:00:00.0000000	
35100|3|91/2677|3|1|The Rehau S702 Outward Opening PVC-U Window System|S223046|WZ - Window Fabricators|Withdrawn|1991-08-13 00:00:00.0000000	
35107|2|91/2684|3|1|The Spectus Outward Opening PVC-U Window System|S223271|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35114|2|91/2689|2|1|The Plastmo System 2000 Tilt and Turn PVC-U Window System|S223244|WZ - Window Fabricators|Withdrawn|1991-11-22 00:00:00.0000000	
35114|3|91/2689|3|1|The Plastmo System 2000 Outward Opening PVC-U Window System|S223244|WZ - Window Fabricators|Withdrawn|1991-11-22 00:00:00.0000000	
35127|2|91/2699|2|1|The Rehau S702 Tilt and Tur PVC-U Window System|S222631|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35127|3|91/2699|3|1|The Rehau S702 Outward Opening PVC-U Window System|S222631|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35131|2|91/2703|2|1|The Marshall Tufflex Starta 21 Outward Opening U-PVC Window System|S222523|WZ - Window Fabricators|Withdrawn|1991-10-28 00:00:00.0000000	
35135|2|91/2708|2|1|The Marshall Tufflex Strata 12 Outward Opening UPVC Window System|S222420|WZ - Window Fabricators|Withdrawn|1991-10-28 00:00:00.0000000	
35136|2|91/2709|2|1|The L.B.Plastics Sheerframe Tilt and Turn PVC-U Window System|S223274|WZ - Window Fabricators|Withdrawn|1991-07-16 00:00:00.0000000	
35136|3|91/2709|3|1|The L.B. Plastics Sheerframe Outward Opening PVC-U Window System|S223274|WZ - Window Fabricators|Withdrawn|1991-07-16 00:00:00.0000000	
35140|2|91/2713|2|1|The Home Windows 500 Series Universal Outward Opening PVC-U Window System|S221087|WZ - Window Fabricators|Withdrawn|1992-01-17 00:00:00.0000000	
35142|2|91/2715|2|1|The Halo Eclipse Outward Opening PVC-U Window System|S223347|WZ - Window Fabricators|Withdrawn|1991-11-07 00:00:00.0000000	
35143|2|91/2716|2|1|Halo Eclipse PVC-U Residential Doorsets|S223349|DO - Door|Withdrawn|1991-11-07 00:00:00.0000000	
35153|2|91/2725|2|1|Hepworth Ultra-Rib 150mm PVC-U Pipe and Fittings|S123411|UD - Underground Drainage System|Withdrawn|1991-11-25 00:00:00.0000000	
35159|2|91/2731|2|1|Halo Eclipse PVC-U Residential Doorsets|S222473|DO - Door|Withdrawn|1991-03-26 00:00:00.0000000	
35161|2|91/2733|2|1|The Deeplas 800 Series Tilt and Turn PVC-U Window System|S223028|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35161|3|91/2733|4|1|The Deeplas 1200 Series Outward Poening PVC-U Window System|S223028|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35162|1|91/R058|1|1|Wavin Ultra-Rib 150mm UPVC Pipe and Fittings|S123085|PD - Pipe for Drainage and Service Duct|Withdrawn|1991-03-27 00:00:00.0000000	
35162|2|91/R058|2|1|Wavin Ultra-Rib 150mm UPVC Fittings and Pipe With Intergral Socket|S123894|PD - Pipe for Drainage and Service Duct|Withdrawn|1992-03-19 00:00:00.0000000	
35162|3|91/R058|5|1|Wavin Ultra-Rib Road Gully|S123311|PD - Pipe for Drainage and Service Duct|Withdrawn|1992-03-19 00:00:00.0000000	
35165|1|91/R061|1|1|Supatwin 250mm and 315mm UPVC Twin Wall Pipes and Couplings|S122186|PD - Pipe for Drainage and Service Duct|Withdrawn|1991-03-27 00:00:00.0000000	
35165|2|91/R061|2|1|Supertwin 160mm UPVC Twin Wall Pipes and Couplings|S123107|PD - Pipe for Drainage and Service Duct|Withdrawn|1992-03-31 00:00:00.0000000	
35173|2|92/2734|2|1|The Gloplas System 2000 Outward Opening PVC-U Window System|S223685|WZ - Window Fabricators|Withdrawn|1992-01-03 00:00:00.0000000	
35178|2|92/2739|2|1|The L.B. Plastics Sheerframe Tilt and Turn PVC-U Window System|S222956|WZ - Window Fabricators|Withdrawn|1992-03-11 00:00:00.0000000	
35178|3|92/2739|3|1|The L.B. Plastics Sheerframe Outward Opening PVC-U Window|S222956|WZ - Window Fabricators|Withdrawn|1992-03-11 00:00:00.0000000	
35185|2|92/2745|2|1|Stiebel Eltron Unvented Hot Water Storage Systems|S123977||Withdrawn|1992-03-20 00:00:00.0000000	
35185|3|92/2745|3|1|Stiebel Eltron Direct Unvented Hot Water Storage System|S123977||Withdrawn|1992-03-20 00:00:00.0000000	
35187|2|92/2747|2|1|Polystel Unvented Hot Water Storage Systems|S124009||Withdrawn|1992-11-06 00:00:00.0000000	
35187|3|92/2747|3|1|Polystel Direct Unvented Hot Water Storage System|S124009||Withdrawn|1992-11-06 00:00:00.0000000	
35190|2|92/2750|3|1|Vaillant Unvented Hot Water Storage Systems|S123986|UH - Unvented Hot Water Storage System|Withdrawn|1992-08-12 00:00:00.0000000	
35190|3|92/2750|4|1|Vaillant Indirect Unvented Hot Water Storage System|S123986|UH - Unvented Hot Water Storage System|Withdrawn|1992-08-12 00:00:00.0000000	
35191|2|92/2752|2|1|Andrews Gas Fired Unvented Hot Water Storage Systems|S123963|UH - Unvented Hot Water Storage System|Withdrawn|1992-10-27 00:00:00.0000000	
35191|3|92/2752|3|1|Andrews Gas Fired Direct Unvented Hot Water Storage System|S123963|UH - Unvented Hot Water Storage System|Withdrawn|1992-10-27 00:00:00.0000000	
35192|3|92/2753|3|1|Yorktank Indirect Unvented Hot Water Storage System|S123966|UH - Unvented Hot Water Storage System|Withdrawn|1993-07-28 00:00:00.0000000	
35193|2|92/2756|2|1|Heatrae Sadia Unvented Hot Water Systems|S123982||Withdrawn|1992-12-09 00:00:00.0000000	
35193|3|92/2756|3|1|Heatrae Sadia Direct Unvented Hot Water Storage System|S123982||Withdrawn|1992-12-09 00:00:00.0000000	
35194|2|92/2757|2|1|The Tribune 11 Unvented Hot Water Storage Systems|S123962|UH - Unvented Hot Water Storage System|Withdrawn|1993-07-15 00:00:00.0000000	
35194|3|92/2757|3|1|The Tribune 11 Direct Unvented Hot Water Storage System|S124110|UH - Unvented Hot Water Storage System|Withdrawn|1993-07-15 00:00:00.0000000	
35195|2|92/2761|2|1|The Veka Tilt and Turn PVC-U Window System|S223480|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35195|3|92/2761|3|1|The Veka System E Outward Opening PVC-U Window System|S223480|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35200|2|92/2766|2|1|The Spectus Tilt and Turn  PVC-U Window System|S223114|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35200|3|92/2766|3|1|The Spectus Outward Opening PVC-U Window System|S223114|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35201|2|92/2767|2|1|The Spectus Tolt and Turn PVC-U Window System|S222917|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35201|3|92/2767|3|1|The Spectu Outward Opening PVC-U Window System|S222917|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35202|2|92/2768|2|1|The Halo Eclipse Tilt and Tur PVC-U Window System|S223185|WZ - Window Fabricators|Withdrawn|1991-03-12 00:00:00.0000000	
35202|3|92/2768|3|1|The Halo Eclipse Outward Opening PVC-U Window System|S223185|WZ - Window Fabricators|Withdrawn|1991-03-12 00:00:00.0000000	
35203|2|92/2769|2|1|The Kommerling Combidur Vk Tilt and Turn PVC-U Window System|S222310|WZ - Window Fabricators|Withdrawn|1992-03-03 00:00:00.0000000	
35203|3|92/2769|3|1|The Kommerling Combidur Vk Outward Opening PVC-U Window System|S222310|WZ - Window Fabricators|Withdrawn|1991-03-28 00:00:00.0000000	
35204|2|92/2770|2|1|The Thyssen Tilt and Turn PVC-U Window System|S223596|WZ - Window Fabricators|Withdrawn|1991-09-09 00:00:00.0000000	
35204|3|92/2770|3|1|The Tyssen Outward Opening PVC-U Window System|S223596|WZ - Window Fabricators|Withdrawn|1991-09-09 00:00:00.0000000	
35205|2|92/2771|2|1|The Kommerling Combidur Vk Tilt and Turn PVC-U Window System|S223091|WZ - Window Fabricators|Withdrawn|1992-03-03 00:00:00.0000000	
35205|3|92/2771|3|1|The Kommerling Combidur Vk Outward Opening PVC-U Window System|S223091|WZ - Window Fabricators|Withdrawn|1991-03-28 00:00:00.0000000	
35206|2|92/2772|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S223766|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35206|3|92/2772|3|1|The Rehau S702 Outward Opening PVC-U Window System|S223766|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35209|2|92/2775|2|1|The Deeplas 800 Series Tilt and Turn PVC-U Window System|S223909|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35209|3|92/2775|3|1|The Deeplas 1200 Series Outwartd Opening PVC-U Window System|S223909|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35210|2|92/2776|2|1|The Veka Tilt and Turn PVC-U Window System|S223191|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35210|3|92/2776|3|1|The Veka System E Outward Opening PVC-U Window System|S223191|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35213|2|92/2779|2|1|The Kwest Mk2 Slimline Approved Outward Opening PVC-U Window System|S221120|WZ - Window Fabricators|Withdrawn|1992-03-26 00:00:00.0000000	
35218|2|92/2784|2|1|Hilti Hsl-Tz Anchors|S322922|AB - Anchor Bolt|Withdrawn|1992-03-27 00:00:00.0000000	
35219|2|92/2785|2|1|The National Profiles Outward Opening PVC-U Window System|S223856|WZ - Window Fabricators|Withdrawn|1992-03-27 00:00:00.0000000	
35220|2|92/2786|2|1|The National Profiles Outward Opening PVC-U Window System|S223698|WZ - Window Fabricators|Withdrawn|1992-03-27 00:00:00.0000000	
35221|2|92/2787|2|1|The Shearhoop System|S122256|CE - Concrete Reinforcement|Withdrawn|1992-03-31 00:00:00.0000000	
35222|2|92/2788|2|1|Hepworth Concrete 300mm to 1800mm Pipes With Heplock Joints|S123132|UD - Underground Drainage System|Withdrawn|1992-03-31 00:00:00.0000000	
35222|3|92/2788|3|1|Hepworth Concrete Gully|S123132|UD - Underground Drainage System|Withdrawn|1992-03-31 00:00:00.0000000	
35224|2|92/2790|2|1|The Duraflex Ultraglaze X2500 Tilt and Turn PVC-U Window System|S223116|WZ - Window Fabricators|Withdrawn|1991-03-13 00:00:00.0000000	
35224|3|92/2790|3|1|The Duraflex Ultraglaze X2000 Outward Opening PVC-U Window System|S223116|WZ - Window Fabricators|Withdrawn|1991-03-13 00:00:00.0000000	
35227|2|92/2793|2|1|Wincro Ties|S323233|WT - Wall Tie|Withdrawn|1992-06-22 00:00:00.0000000	
35227|3|92/2793|3|1|Wincro Housing Ties|S323233|WT - Wall Tie|Withdrawn|1992-06-22 00:00:00.0000000	
35228|2|92/2794|2|1|Jwd Gutter and Accessories|S123877|SW - Surface Water System|Withdrawn|1992-06-15 00:00:00.0000000	
35234|3|92/2800|3|1|The Regency Balmoral Tilt and Turn PVC-U Window System|S223663|WZ - Window Fabricators|Withdrawn|1992-06-15 00:00:00.0000000	
35238|2|92/2804|2|1|The Marshall Tufflex Strata 21 Outward Opening PVC-U Window System|S222630|WZ - Window Fabricators|Withdrawn|1991-10-28 00:00:00.0000000	
35241|1|92/2807|1|1|PVC-U Window System  - Building Regulations|S223469|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35242|1|92/2808|1|1|PVC-U Window System  - Building Regulations|S220994|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35242|2|92/2808|2|1|The Regency Windsor .Outward Opening PVC-U Window System|S220994|WZ - Window Fabricators|Withdrawn|1992-03-27 00:00:00.0000000	
35242|3|92/2808|3|1|The Regency Balmoral Tilt and Turn PVC-U Window System|S220994|WZ - Window Fabricators|Withdrawn|1992-06-15 00:00:00.0000000	
35248|1|92/2814|1|1|PVC-U Window System  - Building Regulations|S222818|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35248|2|92/2814|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S222818|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35248|3|92/2814|3|1|The Rehau S702 Outward Openung PVC-U Window System|S222818|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35257|3|92/2823|3|1|Hep2O Barrier Pipe|S123516|WR - Plumbing|Withdrawn|1992-11-04 00:00:00.0000000	
35261|1|92/2827|1|1|PVC-U Window System  - Building Regulations|S222745|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35261|2|92/2827|2|1|The Diplomat Profiles Outward Opening PVC-U Window System|S222745|WZ - Window Fabricators|Withdrawn|1992-09-15 00:00:00.0000000	
35262|2|92/2828|2|1|The Deeplas 800 Series Tilt and Turn PVC-U Window System|S222915|WZ - Window Fabricators|Withdrawn|1991-07-08 00:00:00.0000000	
35262|3|92/2828|4|1|(Ed 2) The Deeplas 1200 Series Outward Opening PVC-U Window System|S222915|WZ - Window Fabricators|Withdrawn|1993-04-27 00:00:00.0000000	
35273|2|92/2839|2|1|Standard Briclok Ties|S324020||Withdrawn|1992-10-27 00:00:00.0000000	
35278|2|92/2844|2|1|The Plastmo System 2000 Tilt and Turn PVC-U Window System|S224405|WZ - Window Fabricators|Withdrawn|1991-11-22 00:00:00.0000000	
35278|3|92/2844|3|1|The Plastmo System 2000 Outward Opening PVC-U Window System|S224405|WZ - Window Fabricators|Withdrawn|1991-11-22 00:00:00.0000000	
35279|1|92/2845|1|1|PVC-U Window System  - Building Regulations|S224428|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35279|2|92/2845|2|1|The Plus Plan Tilt and Turn PVC-U Window System|S224428|WZ - Window Fabricators|Withdrawn|1991-03-15 00:00:00.0000000	
35279|3|92/2845|3|1|The Plus Plan Outward Opening PVC-U Window System|S224428|WZ - Window Fabricators|Withdrawn|1991-03-15 00:00:00.0000000	
35280|1|92/2846|1|1|PVC-U Window System  - Building Regulations|S221539|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35280|3|92/2846|3|1|The Regency Balmoral Tilt and Turn PVC-U Window System|S221539|WZ - Window Fabricators|Withdrawn|1992-06-15 00:00:00.0000000	
35298|1|93/2859|1|1|PVC-U Window System  - Building Regulations|S223989|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35298|2|93/2859|2|1|The L.B. Plastics Sheerframe Tilt and Turn PVC-U Window System|S223989|WZ - Window Fabricators|Withdrawn|1992-03-11 00:00:00.0000000	
35298|3|93/2859|3|1|The L.B. Plastics Sheerframe Outward Opening PVC-U Window System|S223989|WZ - Window Fabricators|Withdrawn|1992-03-11 00:00:00.0000000	
35302|1|93/2863|1|1|PVC-U Window System  - Building Regulations|S224634|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35302|2|93/2863|2|1|The Premier Profiles Outward Opening PVC-U Window System|S224634|WZ - Window Fabricators|Withdrawn|1993-03-23 00:00:00.0000000	
35325|2|93/2886|2|1|Pont-A-Mousson Smu H/B Underground Drainage and Sewerage System Pipes, Adaptors and Fittings|S123615|UD - Underground Drainage System|Withdrawn|1993-03-23 00:00:00.0000000	
35325|3|93/2886|3|1|Pont-A Mousson Smu H/B Underground Drainage and Sewerage System Gullies|S123615|UD - Underground Drainage System|Withdrawn|1993-03-23 00:00:00.0000000	
35335|2|93/2896|2|1|The Trocal 900 Series Outward Opening PVC-U Window System|S223612|WZ - Window Fabricators|Withdrawn|1993-03-29 00:00:00.0000000	
35339|1|93/2900|1|1|PVC-U Window System  - Building Regulations|S224504|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35339|2|93/2900|2|1|The Spectus Tilt and Turn PVC-U Window System|S224504|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35339|3|93/2900|3|1|The Spectus Outward Opening PVC-U Window System|S224504|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35344|2|93/2905|4|1|The Deeplas 1200 Series Outward Opening PVC-U Window System|S227112|WZ - Window Fabricators|Withdrawn|1993-04-27 00:00:00.0000000	
35344|3|93/2905|6|1|The Deeplas 1800 Series Outward Opening PVC-U Window System|S227112|WZ - Window Fabricators|Withdrawn|1996-04-12 00:00:00.0000000	
35347|1|93/2908|1|1|PVC-U Window System  - Building Regulations|S224697|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35347|2|93/2908|2|1|The Profilia Tilt and Turn PVC-U Window System|S224697|WZ - Window Fabricators|Withdrawn|1993-10-07 00:00:00.0000000	
35347|3|93/2908|3|1|The Profilia Outward Opening PVC-U Window System|S224697|WZ - Window Fabricators|Withdrawn|1993-10-07 00:00:00.0000000	
35351|2|93/2912|2|1|The Feersina Tilt and Turn PVC-U Window System|S226504|WZ - Window Fabricators|Withdrawn|1994-02-03 00:00:00.0000000	
35351|3|93/2912|3|1|The Fersina Outward Opening PVC-U Window System|S224523|WZ - Window Fabricators|Withdrawn|1993-08-09 00:00:00.0000000	
35362|1|93/2923|1|1|PVC-U Window System - Building Regulations|S224088|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35362|2|93/2923|2|1|The Spectus Til and Turn PVC-U Window System|S224088|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35362|3|93/2923|3|1|The Spectus Outward Opening PVC-U Window System|S224088|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35363|2|93/2924|2|1|Powerflow Unvented Hot Water Storage Systems|S124403|UH - Unvented Hot Water Storage System|Withdrawn|1993-09-17 00:00:00.0000000	
35363|3|93/2924|3|1|Powerflow Direct Unvented Hot Water Storage System|S124403|UH - Unvented Hot Water Storage System|Withdrawn|1993-09-17 00:00:00.0000000	
35366|2|93/2927|2|1|Duker Sml Cast Iron Drainage System Pipes, Couplings and Fittings|S124540|DS - Above Ground Drainage System|Withdrawn|1993-09-13 00:00:00.0000000	
35366|3|93/2927|3|1|Duker Sml Wc Connectors and Siphons|S124540|DS - Above Ground Drainage System|Withdrawn|1993-09-13 00:00:00.0000000	
35370|2|93/2931|2|1|The Fios Tilt and Turn PVC-U Window System|S222803|WZ - Window Fabricators|Withdrawn|1993-09-02 00:00:00.0000000	
35370|3|93/2931|3|1|The Fios Outward Opening PVC-U Window System|S222803|WZ - Window Fabricators|Withdrawn|1993-09-02 00:00:00.0000000	
35382|1|93/2943|1|1|PVC-U Window System  - Building Regulations|S225067|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35382|2|93/2943|2|1|The Spectus Tilt and Turn PVC-U Window System|S225067|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35382|3|93/2943|3|1|The Spectus Outward Opening PVC-U Window System|S225067|WZ - Window Fabricators|Withdrawn|1991-09-13 00:00:00.0000000	
35386|1|93/2947|1|1|PVC-U Window System|S224908|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35386|2|93/2947|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S225462|WZ - Window Fabricators|Withdrawn|1993-06-18 00:00:00.0000000	
35386|3|93/2947|3|1|The Rehau S702 Outward Opening PVC-U Window System|S224908|WZ - Window Fabricators|Withdrawn|1993-10-07 00:00:00.0000000	
35387|2|93/2948|2|1|TJI Joists - Plywood Webs|S323403|RB - Roof Beam|Withdrawn|1993-10-13 00:00:00.0000000	
35387|3|93/2948|3|1|TJI Joists - Plywood Webs|S325170|RB - Roof Beam|Withdrawn|1995-01-13 00:00:00.0000000	
35392|2|93/2953|2|1|Rendalath Bpcg600 Metal Laths|M324105|ML - Lathing|Withdrawn|1993-10-25 00:00:00.0000000	
35393|2|93/2954|2|1|The Fersina Tilt and Turn PVC-U Window System|S225472|WZ - Window Fabricators|Withdrawn|1994-02-03 00:00:00.0000000	
35393|3|93/2954|3|1|The Fersina Outward Opening PVC-U Window System|S224874|WZ - Window Fabricators|Withdrawn|1993-08-09 00:00:00.0000000	
35400|2|93/2961|2|1|Components|S124493|UH - Unvented Hot Water Storage System|Withdrawn|1993-11-18 00:00:00.0000000	
35400|3|93/2961|3|1|Worcester Highflow 3.5 and 4.5 Of/Bf Combination Boilers|S124493|UH - Unvented Hot Water Storage System|Withdrawn|1993-11-18 00:00:00.0000000	
35412|2|93/2972|2|1|The Veka Tilt and Turn PVC-U Window System|S224797|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35412|3|93/2972|3|1|The Veka System E Outward Opening PVC-U Window System|S224797|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35420|2|93/R074|2|1|Norflex 150mm, 225mm and 300mm Twinwall Pipes and Couplings|S124990|UD - Underground Drainage System|Withdrawn|1993-09-21 00:00:00.0000000	
35420|3|93/R074|3|1|Norflex Twin Wall Junctions and Bends|S125662|UD - Underground Drainage System|Withdrawn|1995-08-30 00:00:00.0000000	
35427|2|94/2979|2|1|Panelblok 86 Panels|S325230|WA - Wall|Withdrawn|1994-01-18 00:00:00.0000000	
35427|3|94/2979|3|1|Panablok Preformed Structural Walling|S328590|WA - Wall|Withdrawn|1999-04-29 00:00:00.0000000	
35428|2|94/2980|2|1|Iso 60 PVC-U Residential Doorsets|S223609|DO - Door|Withdrawn|1994-03-23 00:00:00.0000000	
35429|1|94/2981|1|1|PVC-U Window System  - Building Regulations|S225001|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35429|2|94/2981|3|1|The Veka System E  Outward Opening PVC-U Window System|S225001|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35429|3|94/2981|4|1|The Veka System 50 Outward Opening PVC-U Window System|S225001|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35435|2|94/2987|2|1|The Premier Profiles Outward Opening PVC-U Window System|S224796|WZ - Window Fabricators|Withdrawn|1993-03-23 00:00:00.0000000	
35441|1|94/2993|1|1|PVC-U Window System  - Building Regulations|S225453|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35441|2|94/2993|2|1|The Veka Tilt and Turn PVC-U Window System|S225453|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35441|3|94/2993|4|1|The Veka System 50 Outward Opening PVC-U Window System|S225453|WZ - Window Fabricators|Withdrawn|1991-05-22 00:00:00.0000000	
35442|1|94/2994|1|1|PVC-U Window System  - Building Regulations|S225229|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35442|2|94/2994|2|1|The Fersina Tilt and Turn PVC-U Windoww System|S225229|WZ - Window Fabricators|Withdrawn|1994-02-03 00:00:00.0000000	
35442|3|94/2994|3|1|The Fersina Outward Opening PVC-U Window System|S225229|WZ - Window Fabricators|Withdrawn|1993-08-09 00:00:00.0000000	
35443|1|94/2995|1|1|PVC-U Window System  - Building Regulations|S222182|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35443|2|94/2995|3|1|The Kommerling Combidur  Vk Outward Opening PVC-U Window System|S222182|WZ - Window Fabricators|Withdrawn|1991-03-28 00:00:00.0000000	
35444|1|94/2996|1|1|PVC-U Window System  - Building Regulations|S224845|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35444|2|94/2996|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S224845|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
35444|3|94/2996|3|1|The Rehau S702 Outward Opening PVC-U Window System|S224845|WZ - Window Fabricators|Withdrawn|1993-10-07 00:00:00.0000000	
35450|1|94/3001|1|1|PVC-Uwindow System  - Building Regulations|S225052|WZ - Window Fabricators|Withdrawn|1992-07-13 00:00:00.0000000	
35450|2|94/3001|2|1|The Rehau S702 Tilt and Turn PVC-U Window System|S225052|WZ - Window Fabricators|Withdrawn|1991-06-18 00:00:00.0000000	
